country,indicatorType,indicator,unit,year,value
tunisia,economic indicators,GDP per capita based on PPP,Int. $B,2011,10204
tunisia,economic indicators,Population,million,2011,10.67
tunisia,economic indicators,Land Area,sq.km,2011,155360
tunisia,economic indicators,Human Development Index,,2011,0.72
tunisia,economic indicators,Inflation rate,%,2011,3.5
tunisia,economic indicators,Unemployment rate,%,2011,18.9
tunisia,economic indicators,Current account balance,US $B,2011,-3.4
tunisia,economic indicators,Government Gross Debt (share of GDP),%,2011,43.1
tunisia,economic indicators,International Reserves,US $B,2011,7.79
tunisia,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2011,222.83
tunisia,economic indicators,CO2 emissions per capita,metric tons,2011,2.26
tunisia,economic indicators,GDP,US $B,2010,44.05
tunisia,economic indicators,GDP based on PPP,Int. $B,2010,108.8
tunisia,economic indicators,Real GDP growth,%,2010,2.6
tunisia,economic indicators,GDP per capita,US $,2010,4177
tunisia,economic indicators,GDP per capita based on PPP,Int. $B,2010,10315
tunisia,economic indicators,Population,million,2010,10.55
tunisia,economic indicators,Land Area,sq.km,2010,155360
tunisia,economic indicators,Human Development Index,,2010,0.71
tunisia,economic indicators,Inflation rate,%,2010,3.3
tunisia,economic indicators,Unemployment rate,%,2010,13
tunisia,economic indicators,Current account balance,US $B,2010,-2.1
tunisia,economic indicators,Government Gross Debt (share of GDP),%,2010,39.2
tunisia,economic indicators,International Reserves,US $B,2010,9.76
tunisia,economic indicators,CO2 emissions intensity,kg/$1000 of GDP,2010,229.45
tunisia,economic indicators,CO2 emissions per capita,metric tons,2010,2.41
tunisia,energy indicators,Gross energy production,ktoe,2017,
tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2017,
tunisia,energy indicators,Gross energy production - Natural Gas,%,2017,
tunisia,energy indicators,Gross energy production - Coal,%,2017,
tunisia,energy indicators,Gross energy production - Nuclear,%,2017,
tunisia,energy indicators,Gross energy production - Renewables,%,2017,
tunisia,energy indicators,Gross energy production - Solar,%,2017,
tunisia,energy indicators,Gross energy production - Wind,%,2017,
tunisia,energy indicators,Gross energy production - Hydropower,%,2017,
tunisia,energy indicators,Gross energy production - Other,%,2017,
tunisia,energy indicators,Total energy export,ktoe,2017,
tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,%,2017,
tunisia,energy indicators,Total energy export - Natural Gas,%,2017,
tunisia,energy indicators,Total energy export - Coal,%,2017,
tunisia,energy indicators,Total energy export - Electricity,%,2017,
tunisia,energy indicators,Total energy import,ktoe,2017,
tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,%,2017,
tunisia,energy indicators,Total energy import - Natural Gas,%,2017,
tunisia,energy indicators,Total energy import - Coal,%,2017,
tunisia,energy indicators,Total energy import - Electricity,%,2017,
tunisia,energy indicators,Total primary energy supply (TPES),ktoe,2017,
tunisia,energy indicators,Primary energy supply per capita,toe,2017,
tunisia,energy indicators,Energy productivity,$/kgoe,2017,
tunisia,energy indicators,Energy subsidies,$B,2017,
tunisia,energy indicators,Final energy consumption,ktoe,2017,
tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2017,
tunisia,energy indicators,Final energy consumption - Natural Gas,%,2017,
tunisia,energy indicators,Final energy consumption - Coal,%,2017,
tunisia,energy indicators,Final energy consumption - Electricity,%,2017,
tunisia,energy indicators,Final energy consumption - Other,%,2017,
tunisia,energy indicators,Energy use per capita,toe,2017,
tunisia,energy indicators,Energy use by Sector - Industry,%,2017,
tunisia,energy indicators,Energy use by Sector - Transport,%,2017,
tunisia,energy indicators,Energy use by Sector - Residential,%,2017,
tunisia,energy indicators,Energy use by Sector - Tertiary,%,2017,
tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2017,
tunisia,energy indicators,Energy use by Sector - Other,%,2017,
tunisia,energy indicators,Gross energy production,ktoe,2016,
tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2016,
tunisia,energy indicators,Gross energy production - Natural Gas,%,2016,
tunisia,energy indicators,Gross energy production - Coal,%,2016,
tunisia,energy indicators,Gross energy production - Nuclear,%,2016,
tunisia,energy indicators,Gross energy production - Renewables,%,2016,
tunisia,energy indicators,Gross energy production - Solar,%,2016,
tunisia,energy indicators,Gross energy production - Wind,%,2016,
tunisia,energy indicators,Gross energy production - Hydropower,%,2016,
tunisia,energy indicators,Gross energy production - Other,%,2016,
tunisia,energy indicators,Total energy export,ktoe,2016,
tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,%,2016,
tunisia,energy indicators,Total energy export - Natural Gas,%,2016,
tunisia,energy indicators,Total energy export - Coal,%,2016,
tunisia,energy indicators,Total energy export - Electricity,%,2016,
tunisia,energy indicators,Total energy import,ktoe,2016,
tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,%,2016,
tunisia,energy indicators,Total energy import - Natural Gas,%,2016,
tunisia,energy indicators,Total energy import - Coal,%,2016,
tunisia,energy indicators,Total energy import - Electricity,%,2016,
tunisia,energy indicators,Total primary energy supply (TPES),ktoe,2016,
tunisia,energy indicators,Primary energy supply per capita,toe,2016,
tunisia,energy indicators,Energy productivity,$/kgoe,2016,
tunisia,energy indicators,Energy subsidies,$B,2016,
tunisia,energy indicators,Final energy consumption,ktoe,2016,
tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2016,
tunisia,energy indicators,Final energy consumption - Natural Gas,%,2016,
tunisia,energy indicators,Final energy consumption - Coal,%,2016,
tunisia,energy indicators,Final energy consumption - Electricity,%,2016,
tunisia,energy indicators,Final energy consumption - Other,%,2016,
tunisia,energy indicators,Energy use per capita,toe,2016,
tunisia,energy indicators,Energy use by Sector - Industry,%,2016,
tunisia,energy indicators,Energy use by Sector - Transport,%,2016,
tunisia,energy indicators,Energy use by Sector - Residential,%,2016,
tunisia,energy indicators,Energy use by Sector - Tertiary,%,2016,
tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2016,
tunisia,energy indicators,Energy use by Sector - Other,%,2016,
tunisia,energy indicators,Gross energy production,ktoe,2015,
tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2015,
tunisia,energy indicators,Gross energy production - Natural Gas,%,2015,
tunisia,energy indicators,Gross energy production - Coal,%,2015,
tunisia,energy indicators,Gross energy production - Nuclear,%,2015,
tunisia,energy indicators,Gross energy production - Renewables,%,2015,
tunisia,energy indicators,Gross energy production - Solar,%,2015,
tunisia,energy indicators,Gross energy production - Wind,%,2015,
tunisia,energy indicators,Gross energy production - Hydropower,%,2015,
tunisia,energy indicators,Gross energy production - Other,%,2015,
tunisia,energy indicators,Total energy export,ktoe,2015,
tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,%,2015,
tunisia,energy indicators,Total energy export - Natural Gas,%,2015,
tunisia,energy indicators,Total energy export - Coal,%,2015,
tunisia,energy indicators,Total energy export - Electricity,%,2015,
tunisia,energy indicators,Total energy import,ktoe,2015,
tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,%,2015,
tunisia,energy indicators,Total energy import - Natural Gas,%,2015,
tunisia,energy indicators,Total energy import - Coal,%,2015,
tunisia,energy indicators,Total energy import - Electricity,%,2015,
tunisia,energy indicators,Total primary energy supply (TPES),ktoe,2015,
tunisia,energy indicators,Primary energy supply per capita,toe,2015,
tunisia,energy indicators,Energy productivity,$/kgoe,2015,
tunisia,energy indicators,Energy subsidies,$B,2015,2.003920682
tunisia,energy indicators,Final energy consumption,ktoe,2015,
tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2015,
tunisia,energy indicators,Final energy consumption - Natural Gas,%,2015,
tunisia,energy indicators,Final energy consumption - Coal,%,2015,
tunisia,energy indicators,Final energy consumption - Electricity,%,2015,
tunisia,energy indicators,Final energy consumption - Other,%,2015,
tunisia,energy indicators,Energy use per capita,toe,2015,
tunisia,energy indicators,Energy use by Sector - Industry,%,2015,
tunisia,energy indicators,Energy use by Sector - Transport,%,2015,
tunisia,energy indicators,Energy use by Sector - Residential,%,2015,
tunisia,energy indicators,Energy use by Sector - Tertiary,%,2015,
tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2015,
tunisia,energy indicators,Energy use by Sector - Other,%,2015,
tunisia,energy indicators,Gross energy production,ktoe,2014,6709.304
tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2014,43.24602075
tunisia,energy indicators,Gross energy production - Natural Gas,%,2014,38.39806633
tunisia,energy indicators,Gross energy production - Coal,%,2014,0
tunisia,energy indicators,Gross energy production - Nuclear,%,2014,0
tunisia,energy indicators,Gross energy production - Renewables,%,2014,17.42195614
tunisia,energy indicators,Gross energy production - Solar,%,2014,0.678758929
tunisia,energy indicators,Gross energy production - Wind,%,2014,0.649873668
tunisia,energy indicators,Gross energy production - Hydropower,%,2014,0.071780918
tunisia,energy indicators,Gross energy production - Other,%,2014,0.933956786
tunisia,energy indicators,Total energy export,ktoe,2014,3244.537
tunisia,energy indicators,Total energy export - Crude Oil and Oil Products,%,2014,98.34336918
tunisia,energy indicators,Total energy export - Natural Gas,%,2014,0
tunisia,energy indicators,Total energy export - Coal,%,2014,0
tunisia,energy indicators,Total energy export - Electricity,%,2014,1.656630823
tunisia,energy indicators,Total energy import,ktoe,2014,7398.251
tunisia,energy indicators,Total energy import- Crude Oil and Oil Products,%,2014,63.00463447
tunisia,energy indicators,Total energy import - Natural Gas,%,2014,36.37228583
tunisia,energy indicators,Total energy import - Coal,%,2014,0
tunisia,energy indicators,Total energy import - Electricity,%,2014,0.623066181
tunisia,energy indicators,Total primary energy supply (TPES),ktoe,2014,10515.47
tunisia,energy indicators,Primary energy supply per capita,toe,2014,0.955951818
tunisia,energy indicators,Energy productivity,$/kgoe,2014,4.527615028
tunisia,energy indicators,Energy subsidies,$B,2014,
tunisia,energy indicators,Final energy consumption,ktoe,2014,7629.03
tunisia,energy indicators,Final energy consumption - Crude Oil and Oil Products,%,2014,53.52233508
tunisia,energy indicators,Final energy consumption - Natural Gas,%,2014,17.33192817
tunisia,energy indicators,Final energy consumption - Coal,%,2014,0
tunisia,energy indicators,Final energy consumption - Electricity,%,2014,17.1232778
tunisia,energy indicators,Final energy consumption - Other,%,2014,12.02245895
tunisia,energy indicators,Energy use per capita,toe,2014,0.693548182
tunisia,energy indicators,Energy use by Sector - Industry,%,2014,28.95672189
tunisia,energy indicators,Energy use by Sector - Transport,%,2014,27.65603229
tunisia,energy indicators,Energy use by Sector - Residential,%,2014,26.27534562
tunisia,energy indicators,Energy use by Sector - Tertiary,%,2014,8.368272244
tunisia,energy indicators,Energy use by Sector - Agricultural & Fishing,%,2014,5.862567063
tunisia,energy indicators,Energy use by Sector - Other,%,2014,2.881060895
tunisia,energy indicators,Gross energy production,ktoe,2013,7296.973
tunisia,energy indicators,Gross energy production - Crude Oil and Oil Products,%,2013,44.50594788
tunisia,energy indicators,Gross energy production - Natural Gas,%,2013,38.71778065
tunisia,energy indicators,Gross energy production - Coal,%,2013,0
tunisia,energy indicators,Gross energy production - Nuclear,%,2013,0
tunisia,energy indicators,Gross energy production - Renewables,%,2013,15.77813156
tunisia,energy indicators,Gross energy production - Solar,%,2013,0.55294161
tunisia,energy indicators,Gross energy production - Wind,%,2013,0.42192838
tunisia,energy indicators,Gross energy production - Hydropower,%,2013,0.070714254
